equation,feature,pre,post,delta,|delta|,animal,day
dx1/dt,x1 x3,-0.18876170977939774,0.1236539195258344,0.31241562930523215,0.31241562930523215,Animal4,Day1
dx1/dt,x1^2,-0.08627249034816604,-0.3653939827111267,-0.2791214923629607,0.2791214923629607,Animal4,Day1
dx3/dt,x1,0.9250250819270824,1.1522469267378481,0.22722184481076568,0.22722184481076568,Animal4,Day1
dx1/dt,x1,-1.6485397622123676,-1.447669174578751,0.20087058763361654,0.20087058763361654,Animal4,Day1
dx3/dt,x3,1.6157550334638247,1.4358499956245694,-0.17990503783925527,0.17990503783925527,Animal4,Day1
dx2/dt,x1,-2.7067050732052302,-2.880760575374218,-0.1740555021689878,0.1740555021689878,Animal4,Day1
dx2/dt,x3,2.718392470400886,2.8891133494897914,0.17072087908890543,0.17072087908890543,Animal4,Day1
dx1/dt,1,-0.2167883297798985,-0.05068571914408401,0.1661026106358145,0.1661026106358145,Animal4,Day1
dx3/dt,x1 x2,0.26857079593750544,0.11421433299244012,-0.15435646294506533,0.15435646294506533,Animal4,Day1
dx1/dt,x3,-0.9961607258633761,-1.1490324156781284,-0.1528716898147523,0.1528716898147523,Animal4,Day1
dx2/dt,x1 x2,-0.7721357813405388,-0.6245976389662989,0.1475381423742399,0.1475381423742399,Animal4,Day1
dx1/dt,x2,3.233019253536033,3.379403821119197,0.14638456758316387,0.14638456758316387,Animal4,Day1
dx3/dt,x3^2,0.1390807033400465,0.2725508969128834,0.13347019357283693,0.13347019357283693,Animal4,Day1
dx2/dt,x1^2,0.2088442487852645,0.33617806762083935,0.12733381883557485,0.12733381883557485,Animal4,Day1
dx3/dt,x1^2,-0.09308909851236485,-0.20511321826753867,-0.11202411975517382,0.11202411975517382,Animal4,Day1
dx3/dt,x1 x3,0.0,0.09729342550788915,0.09729342550788915,0.09729342550788915,Animal4,Day1
dx3/dt,x2^2,0.21533855854050757,0.3104700539836347,0.09513149544312713,0.09513149544312713,Animal4,Day1
dx2/dt,x3^2,-0.2450111478372686,-0.3400548516788299,-0.09504370384156127,0.09504370384156127,Animal4,Day1
dx3/dt,1,0.15914166805113572,0.06643369958339253,-0.0927079684677432,0.0927079684677432,Animal4,Day1
dx3/dt,x2,-3.208507813151013,-3.2973692749561727,-0.08886146180515953,0.08886146180515953,Animal4,Day1
dx2/dt,x1 x3,0.0,-0.08866078275152676,-0.08866078275152676,0.08866078275152676,Animal4,Day1
dx2/dt,x2^2,0.0,-0.08075951048521626,-0.08075951048521626,0.08075951048521626,Animal4,Day1
dx1/dt,x3^2,0.17480420193669077,0.22351145465329508,0.04870725271660431,0.04870725271660431,Animal4,Day1
dx1/dt,x2^2,-0.21715075829652972,-0.26575369914559077,-0.048602940849061055,0.048602940849061055,Animal4,Day1
dx1/dt,x2 x3,-0.26490420010774046,-0.3113574900206786,-0.04645328991293812,0.04645328991293812,Animal4,Day1
dx3/dt,x2 x3,-0.8898495436839698,-0.8641704924997349,0.02567905118423497,0.02567905118423497,Animal4,Day1
dx2/dt,x2 x3,0.802675096936669,0.793939528489343,-0.008735568447326036,0.008735568447326036,Animal4,Day1
dx1/dt,x1 x2,0.9208761753310947,0.9212804763414454,0.0004043010103507161,0.0004043010103507161,Animal4,Day1
dx3/dt,x1,1.227068369823262,1.0089393097221255,-0.21812906010113653,0.21812906010113653,Animal4,Day10
dx3/dt,x2,-3.6390081361244637,-3.460178070737801,0.1788300653866628,0.1788300653866628,Animal4,Day10
dx1/dt,x3,-1.1061167618744312,-0.9283803444498022,0.17773641742462898,0.17773641742462898,Animal4,Day10
dx3/dt,x2^2,0.5240376161249698,0.3691147495555163,-0.15492286656945348,0.15492286656945348,Animal4,Day10
dx2/dt,x1,-2.872503061905201,-2.7318824698424056,0.14062059206279542,0.14062059206279542,Animal4,Day10
dx3/dt,x1 x2,-0.05963073482089752,0.0672264860879823,0.12685722090887983,0.12685722090887983,Animal4,Day10
dx1/dt,x2 x3,-0.31223606573125073,-0.4182485889920611,-0.10601252326081034,0.10601252326081034,Animal4,Day10
dx2/dt,x3,2.7724728202148836,2.6681235115147133,-0.10434930870017034,0.10434930870017034,Animal4,Day10
dx2/dt,x1^2,0.40592907668315475,0.3174592235063424,-0.08846985317681233,0.08846985317681233,Animal4,Day10
dx1/dt,x2,3.446028764951161,3.3673733785870286,-0.0786553863641326,0.0786553863641326,Animal4,Day10
dx2/dt,x3^2,-0.32351414256428307,-0.2636761348465877,0.059838007717695374,0.059838007717695374,Animal4,Day10
dx1/dt,x2^2,-0.22945076872118242,-0.1718684899728022,0.057582278748380206,0.057582278748380206,Animal4,Day10
dx1/dt,x1 x2,1.0801560246188542,1.1344568994409843,0.054300874822130085,0.054300874822130085,Animal4,Day10
dx1/dt,x1,-1.9541489854951837,-2.008253344574021,-0.05410435907883748,0.05410435907883748,Animal4,Day10
dx3/dt,x1^2,-0.23746625445214714,-0.18450611257231359,0.052960141879833555,0.052960141879833555,Animal4,Day10
dx3/dt,1,0.3893505106171876,0.4403921405191228,0.05104162990193517,0.05104162990193517,Animal4,Day10
dx2/dt,x2^2,-0.24515791681890015,-0.20068464773350847,0.044473269085391676,0.044473269085391676,Animal4,Day10
dx1/dt,x1^2,-0.2873860341295494,-0.24577222603813578,0.0416138080914136,0.0416138080914136,Animal4,Day10
dx1/dt,1,-0.3835925380414235,-0.42356139167360685,-0.03996885363218333,0.03996885363218333,Animal4,Day10
dx1/dt,x3^2,0.2272540376966673,0.18914436930364087,-0.03810966839302643,0.03810966839302643,Animal4,Day10
dx2/dt,x2,0.1088470949781235,0.07309491932151224,-0.03575217565661126,0.03575217565661126,Animal4,Day10
dx2/dt,x2 x3,0.9588323184841265,0.9232070586239914,-0.035625259860135094,0.035625259860135094,Animal4,Day10
dx3/dt,x1 x3,0.18253426974625808,0.1521676193475027,-0.030366650398755385,0.030366650398755385,Animal4,Day10
dx3/dt,x2 x3,-1.0086192660033233,-1.0245934940639843,-0.015974228060660955,0.015974228060660955,Animal4,Day10
dx2/dt,x1 x2,-0.6225307264581236,-0.6084414742349734,0.014089252223150162,0.014089252223150162,Animal4,Day10
dx1/dt,x1 x3,0.08050006433584748,0.08875125937424495,0.008251195038397469,0.008251195038397469,Animal4,Day10
dx2/dt,x1 x3,-0.1671610825243758,-0.1600207619498194,0.007140320574556408,0.007140320574556408,Animal4,Day10
dx3/dt,x3^2,0.059487716880251416,0.05345473032078238,-0.006032986559469038,0.006032986559469038,Animal4,Day10
dx3/dt,x3,2.0516226750484816,2.0459541450823884,-0.005668529966093239,0.005668529966093239,Animal4,Day10
dx1/dt,x1 x2,0.9786776691886376,1.3808147149652703,0.4021370457766327,0.4021370457766327,Animal4,Day11
dx1/dt,x1^2,-0.4734961054177735,-0.08459306853847454,0.38890303687929895,0.38890303687929895,Animal4,Day11
dx3/dt,x1,1.1119634283946105,0.73710114393675,-0.3748622844578605,0.3748622844578605,Animal4,Day11
dx3/dt,x2,-3.528912862130236,-3.163580119181455,0.36533274294878115,0.36533274294878115,Animal4,Day11
dx2/dt,x2,0.1957338812781415,-0.130163779300436,-0.3258976605785775,0.3258976605785775,Animal4,Day11
dx3/dt,x3,2.0833545343787305,1.7684916351812279,-0.31486289919750265,0.31486289919750265,Animal4,Day11
dx3/dt,x2^2,0.509038278223235,0.21417011891264034,-0.2948681593105946,0.2948681593105946,Animal4,Day11
dx1/dt,x1 x3,0.09185429575536316,-0.20030316261401948,-0.29215745836938267,0.29215745836938267,Animal4,Day11
dx3/dt,1,0.15237760773748224,0.4413492766218419,0.28897166888435966,0.28897166888435966,Animal4,Day11
dx2/dt,x2^2,-0.2781877330160825,0.0,0.2781877330160825,0.2781877330160825,Animal4,Day11
dx2/dt,x1 x2,-0.5460232803498085,-0.8167083344620311,-0.27068505411222255,0.27068505411222255,Animal4,Day11
dx2/dt,x1,-2.807037994157577,-2.537826113503925,0.2692118806536521,0.2692118806536521,Animal4,Day11
dx1/dt,1,-0.1622103049883061,-0.4292285656362641,-0.267018260647958,0.267018260647958,Animal4,Day11
dx3/dt,x2 x3,-0.9888093952897643,-1.2342447526009281,-0.24543535731116384,0.24543535731116384,Animal4,Day11
dx1/dt,x3,-1.0015612011731325,-0.7830926081595396,0.2184685930135929,0.2184685930135929,Animal4,Day11
dx1/dt,x2,3.19490367624244,3.4097324128222866,0.2148287365798467,0.2148287365798467,Animal4,Day11
dx1/dt,x2^2,-0.11138291428383816,-0.30364095825785886,-0.1922580439740207,0.1922580439740207,Animal4,Day11
dx2/dt,x1^2,0.36406791355835955,0.17795483748888238,-0.18611307606947716,0.18611307606947716,Animal4,Day11
dx3/dt,x1 x3,0.14744665200575,0.3078118295512553,0.1603651775455053,0.1603651775455053,Animal4,Day11
dx3/dt,x3^2,0.21171034471708733,0.0801375241262264,-0.13157282059086092,0.13157282059086092,Animal4,Day11
dx2/dt,x2 x3,0.8568082866809982,0.9815834390460236,0.12477515236502545,0.12477515236502545,Animal4,Day11
dx3/dt,x1^2,-0.16294168181917773,-0.050190220962308504,0.11275146085686923,0.11275146085686923,Animal4,Day11
dx1/dt,x1,-1.850423784771689,-1.9467301138227533,-0.0963063290510644,0.0963063290510644,Animal4,Day11
dx1/dt,x2 x3,-0.345339180062076,-0.2735025074667839,0.07183667259529208,0.07183667259529208,Animal4,Day11
dx3/dt,x1 x2,0.0,0.05932012421753773,0.05932012421753773,0.05932012421753773,Animal4,Day11
dx2/dt,x3,2.6217869164641145,2.6806623550283137,0.05887543856419919,0.05887543856419919,Animal4,Day11
dx2/dt,x1 x3,-0.13684705286098903,-0.0878762349699087,0.04897081789108032,0.04897081789108032,Animal4,Day11
dx1/dt,x3^2,0.16013109638727954,0.11695599794881788,-0.043175098438461665,0.043175098438461665,Animal4,Day11
dx2/dt,x3^2,-0.2523415260307463,-0.24406090593575688,0.008280620094989394,0.008280620094989394,Animal4,Day11
dx3/dt,x2 x3,-1.2216272775619421,-0.587054629110651,0.6345726484512911,0.6345726484512911,Animal4,Day12
dx2/dt,x2 x3,0.9544501618216755,0.44396769653205315,-0.5104824652896224,0.5104824652896224,Animal4,Day12
dx3/dt,x3,2.2036351080310577,1.7491795422350211,-0.4544555657960365,0.4544555657960365,Animal4,Day12
dx1/dt,x1 x2,1.1220233188472024,0.6950306764344568,-0.4269926424127456,0.4269926424127456,Animal4,Day12
dx3/dt,x2^2,0.6126156616922219,0.18737312856943278,-0.42524253312278915,0.42524253312278915,Animal4,Day12
dx3/dt,x1 x3,0.4216414840167652,0.0,-0.4216414840167652,0.4216414840167652,Animal4,Day12
dx1/dt,x1,-2.049055963875757,-1.6712115737827373,0.37784439009301973,0.37784439009301973,Animal4,Day12
dx2/dt,x1 x3,-0.1976740439583511,0.12785798318006034,0.32553202713841145,0.32553202713841145,Animal4,Day12
dx3/dt,x1 x2,-0.15990204180845854,0.13167805801209662,0.29158009982055516,0.29158009982055516,Animal4,Day12
dx2/dt,x2^2,-0.27132761104816744,0.0,0.27132761104816744,0.27132761104816744,Animal4,Day12
dx2/dt,x3,2.6023589179133366,2.7866521992608404,0.18429328134750378,0.18429328134750378,Animal4,Day12
dx1/dt,x1^2,-0.3849085206252229,-0.212685543768898,0.1722229768563249,0.1722229768563249,Animal4,Day12
dx1/dt,x2 x3,-0.2636182690907671,-0.11194849969473321,0.15166976939603388,0.15166976939603388,Animal4,Day12
dx3/dt,x2,-3.5858821275595014,-3.4360192731386108,0.14986285442089065,0.14986285442089065,Animal4,Day12
dx1/dt,x3,-0.9747685606704513,-1.1165086935297885,-0.1417401328593373,0.1417401328593373,Animal4,Day12
dx2/dt,x1^2,0.36226556568655705,0.23807643600173323,-0.12418912968482382,0.12418912968482382,Animal4,Day12
dx1/dt,1,-0.2107151332546458,-0.12125975590350041,0.0894553773511454,0.0894553773511454,Animal4,Day12
dx2/dt,x1,-2.759111526950134,-2.8421573879904165,-0.08304586104028244,0.08304586104028244,Animal4,Day12
dx2/dt,x2,0.1580388522604923,0.08141170560366073,-0.07662714665683157,0.07662714665683157,Animal4,Day12
dx2/dt,x3^2,-0.2522028985370757,-0.18543024494635582,0.0667726535907199,0.0667726535907199,Animal4,Day12
dx3/dt,1,0.21048505540120113,0.14391362340332933,-0.0665714319978718,0.0665714319978718,Animal4,Day12
dx3/dt,x1,1.1272289842913021,1.1760880025635512,0.04885901827224903,0.04885901827224903,Animal4,Day12
dx1/dt,x2^2,-0.19046579989813525,-0.1584592628434316,0.03200653705470366,0.03200653705470366,Animal4,Day12
dx3/dt,x3^2,0.16532037409665026,0.13339439048678753,-0.031925983609862735,0.031925983609862735,Animal4,Day12
dx1/dt,x2,3.2963669015023185,3.3047524986867582,0.008385597184439764,0.008385597184439764,Animal4,Day12
dx1/dt,x1 x3,-0.05382455484293825,-0.06165686109703733,-0.00783230625409908,0.00783230625409908,Animal4,Day12
dx2/dt,x1 x2,-0.5922626662046991,-0.591396371340438,0.0008662948642611523,0.0008662948642611523,Animal4,Day12
dx3/dt,x1^2,-0.13963497661196558,-0.13931862247255317,0.00031635413941241697,0.00031635413941241697,Animal4,Day12
dx1/dt,x3^2,0.10821763142988851,0.10823357177569672,1.5940345808207468e-05,1.5940345808207468e-05,Animal4,Day12
dx2/dt,x2 x3,1.065398880232277,0.658245033420721,-0.40715384681155586,0.40715384681155586,Animal4,Day2
dx2/dt,x1 x2,-0.9579766404369645,-0.5615098545371079,0.3964667858998566,0.3964667858998566,Animal4,Day2
dx1/dt,x1,-1.5935427977841015,-1.8729441478385371,-0.27940135005443567,0.27940135005443567,Animal4,Day2
dx1/dt,x1 x2,1.1865829589083634,0.9213678135187043,-0.26521514538965907,0.26521514538965907,Animal4,Day2
dx2/dt,x1,-2.885855010520045,-2.682527378011945,0.20332763250809993,0.20332763250809993,Animal4,Day2
dx2/dt,x1^2,0.43613819244330565,0.23799347123226844,-0.1981447212110372,0.1981447212110372,Animal4,Day2
dx3/dt,x2^2,0.5315145587413584,0.33428150574749044,-0.197233052993868,0.197233052993868,Animal4,Day2
dx3/dt,x2 x3,-1.239053452407005,-1.0535956444294794,0.18545780797752554,0.18545780797752554,Animal4,Day2
dx1/dt,x3^2,0.16684684534524674,0.0,-0.16684684534524674,0.16684684534524674,Animal4,Day2
dx1/dt,x2^2,-0.33536936808862605,-0.17042564469139815,0.1649437233972279,0.1649437233972279,Animal4,Day2
dx2/dt,x3^2,-0.3303386873637594,-0.1783669002211422,0.15197178714261717,0.15197178714261717,Animal4,Day2
dx1/dt,x3,-0.9207031223758717,-0.7705406471277704,0.15016247524810133,0.15016247524810133,Animal4,Day2
dx3/dt,x1 x2,0.09379463817917577,-0.05601367461007324,-0.149808312789249,0.149808312789249,Animal4,Day2
dx1/dt,x2 x3,-0.24756043948242565,-0.10444755033587275,0.1431128891465529,0.1431128891465529,Animal4,Day2
dx2/dt,x2,0.12926831479589107,0.0,-0.12926831479589107,0.12926831479589107,Animal4,Day2
dx3/dt,x3,1.7223632478112931,1.8454499575876695,0.12308670977637637,0.12308670977637637,Animal4,Day2
dx1/dt,x1 x3,0.0,0.11004611392803473,0.11004611392803473,0.11004611392803473,Animal4,Day2
dx1/dt,x2,3.1288554179461934,3.2197406920049714,0.090885274058778,0.090885274058778,Animal4,Day2
dx3/dt,1,0.2780452785976944,0.36834002140157873,0.09029474280388433,0.09029474280388433,Animal4,Day2
dx2/dt,x3,2.747911071608616,2.6646820041522146,-0.08322906745640157,0.08322906745640157,Animal4,Day2
dx3/dt,x3^2,0.0613643062298649,0.14364273349313067,0.08227842726326577,0.08227842726326577,Animal4,Day2
dx3/dt,x1,0.9576683491444057,0.8852145350453727,-0.07245381409903295,0.07245381409903295,Animal4,Day2
dx2/dt,x2^2,-0.13119586097360095,-0.06296317468525536,0.06823268628834558,0.06823268628834558,Animal4,Day2
dx1/dt,1,-0.2924364721131444,-0.3580939103130642,-0.06565743819991982,0.06565743819991982,Animal4,Day2
dx3/dt,x1^2,-0.16092802213039506,-0.09744575288589859,0.06348226924449647,0.06348226924449647,Animal4,Day2
dx3/dt,x1 x3,0.12839194358539457,0.1843849973236328,0.055993053738238235,0.055993053738238235,Animal4,Day2
dx3/dt,x2,-3.3057564789249394,-3.2637248776387344,0.04203160128620498,0.04203160128620498,Animal4,Day2
dx2/dt,x1 x3,-0.08746686798769995,-0.10617750092957892,-0.01871063294187897,0.01871063294187897,Animal4,Day2
dx1/dt,x1^2,-0.18099884237679853,-0.18276522051271513,-0.0017663781359165964,0.0017663781359165964,Animal4,Day2
dx1/dt,x1 x2,1.0357174758803513,1.4002748369896674,0.364557361109316,0.364557361109316,Animal4,Day3
dx1/dt,x2,3.523048249598139,3.1881166113082737,-0.33493163828986505,0.33493163828986505,Animal4,Day3
dx2/dt,x2 x3,0.8174380797526988,1.0497956067428975,0.23235752699019874,0.23235752699019874,Animal4,Day3
dx3/dt,x2 x3,-1.0052876071137542,-1.2218068479450808,-0.21651924083132656,0.21651924083132656,Animal4,Day3
dx2/dt,x2,-0.18590268580072333,0.0,0.18590268580072333,0.18590268580072333,Animal4,Day3
dx1/dt,x3,-0.9334313697976061,-0.7627802094983309,0.17065116029927518,0.17065116029927518,Animal4,Day3
dx1/dt,x1,-2.123406518122641,-1.9580756869101266,0.16533083121251435,0.16533083121251435,Animal4,Day3
dx1/dt,x2 x3,-0.2735784114013452,-0.4278907060694314,-0.15431229466808621,0.15431229466808621,Animal4,Day3
dx1/dt,x1 x3,0.0,-0.14928857387607147,-0.14928857387607147,0.14928857387607147,Animal4,Day3
dx2/dt,x2^2,0.0,-0.1481120797729159,-0.1481120797729159,0.1481120797729159,Animal4,Day3
